Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV1244,Adira Zacharia,Male,6th,DS,81,75,70,42,53,44,4,56.8,Poor,Tara Kashyap,Vritika Dhar,O+,05-04-2002,19,Jodhpur,"House No. 466, Paota, Jodhpur",421617,Rajasthan,India,Yes,9463142587,oarora@bora.com,
RGPV1245,Tiya Lala,Male,6th,AIDS,96,72,64,47,86,46,5,63,Average,Zeeshan Sastry,Zaina Suresh,O-,09-04-2001,19,Mysuru,"House No. 599, Nazarbad, Mysuru",432509,Karnataka,India,No,8806449359,tarini35@chatterjee-guha.com,Football
RGPV1246,Misha Dalal,Male,6th,CSE,65,68,60,95,86,83,6,78.4,Excellent,Jayesh Mane,Aniruddh Chawla,A-,14-09-2002,19,Surat,"House No. 102, Adajan, Surat",849912,Gujarat,India,No,6516505379,suhana08@chowdhury.com,
RGPV1247,Tarini Gaba,Female,6th,CSE,72,56,98,86,97,85,7,84.4,Excellent,Madhav Verma,Gatik Dube,B-,18-06-2004,19,Bengaluru,"House No. 452, Whitefield, Bengaluru",67125,Karnataka,India,No,5150943724,ishitachander@yahoo.com,Football
RGPV1248,Onkar Anand,Female,6th,CSE,86,47,91,60,74,42,5,62.8,Average,Fateh Andra,Jivin Chaudhary,B-,18-12-2000,19,Ahmedabad,"House No. 815, Satellite, Ahmedabad",260609,Gujarat,India,No,6891641697,birvanya@divan.com,Cricket
RGPV1249,Gokul Sahni,Male,6th,DS,89,57,41,41,46,80,4,53,Poor,Lagan Malhotra,Sana Bora,AB-,04-04-2004,19,Ahmedabad,"House No. 161, Navrangpura, Ahmedabad",559584,Gujarat,India,No,3228255195,thakerindrajit@hotmail.com,Badminton
RGPV1250,Aarav Dhawan,Male,6th,DS,69,52,65,64,100,41,5,64.4,Average,Renee Shetty,Devansh Sani,O-,21-07-2005,19,Kanpur,"House No. 354, Swaroop Nagar, Kanpur",755099,Uttar Pradesh,India,No,145565071,sahashanaya@sane.info,Kabaddi
RGPV1251,Prisha Sen,Female,6th,DS,84,78,67,47,49,58,4,59.8,Poor,Vedika Kalla,Aaina Arora,AB+,11-08-2005,19,Durgapur,"House No. 497, City Center, Durgapur",507356,West Bengal,India,No,2017483610,ssathe@srinivasan.info,Football
RGPV1252,Anya Dasgupta,Male,6th,AIDS,82,79,89,63,75,100,7,81.2,Excellent,Samar Sawhney,Aaryahi Tata,O-,01-01-2008,20,Jodhpur,"House No. 773, Sardarpura, Jodhpur",493398,Rajasthan,India,No,2059007632,hayrezaina@hotmail.com,Badminton
RGPV1253,Lakshit Samra,Female,6th,AIDS,62,83,84,88,98,88,7,88.2,Excellent,Aradhya Bhardwaj,Baiju Hegde,O+,22-10-2005,20,Gaya,"House No. 571, Civil Lines, Gaya",629012,Bihar,India,No,4449016184,idugar@hotmail.com,Chess
RGPV1254,Mehul Seshadri,Male,6th,CSIT,74,68,98,85,59,68,6,75.6,Excellent,Purab Bath,Vivaan Bajaj,AB-,26-07-2007,20,Jaipur,"House No. 278, Malviya Nagar, Jaipur",386547,Rajasthan,India,Yes,9744555391,aarna14@gmail.com,
RGPV1255,Romil Tandon,Male,6th,AIML,100,53,58,84,98,54,5,69.4,Average,Prisha Sachdev,Riya Setty,O+,21-11-2004,20,Bengaluru,"House No. 418, Jayanagar, Bengaluru",355132,Karnataka,India,No,9352737759,madhup86@desai-dhillon.net,Cricket
RGPV1256,Piya Barad,Female,6th,CSE,68,99,70,41,59,60,5,65.8,Average,Ela Saxena,Lakshay Dara,O+,07-08-2007,20,Mysuru,"House No. 454, Nazarbad, Mysuru",28208,Karnataka,India,Yes,5642367721,taimurjhaveri@yahoo.com,Cricket
RGPV1257,Yuvaan Biswas,Male,6th,AIDS,100,48,63,71,51,86,5,63.8,Average,Divij Lalla,Aradhya Barad,AB-,13-01-2004,19,Ludhiana,"House No. 143, Model Town, Ludhiana",38243,Punjab,India,Yes,9273377284,cdhingra@chada.net,Football
RGPV1258,Baiju Wadhwa,Male,6th,DS,91,91,49,62,69,45,5,63.2,Average,Jayesh Wable,Samarth Deshpande,A-,16-02-2003,19,Indore,"House No. 502, Rajendra Nagar, Indore",766663,Madhya Pradesh,India,Yes,6700147788,keyajohal@vohra.org,Cricket
RGPV1259,Parinaaz Lanka,Male,6th,CSIT,64,51,40,42,41,86,4,52,Poor,Trisha Mand,Aradhya Bail,AB+,13-03-2000,19,Ludhiana,"House No. 212, Sarabha Nagar, Ludhiana",836535,Punjab,India,No,8133483259,aayushkhosla@gmail.com,Kabaddi
RGPV1260,Samiha Krish,Male,6th,CSIT,96,91,41,64,63,75,5,66.8,Average,Rhea Anand,Prisha Mangat,B+,22-12-2005,19,Gaya,"House No. 414, Delha, Gaya",463567,Bihar,India,Yes,708560079,xchada@yahoo.com,Chess
RGPV1261,Kabir Mandal,Male,6th,DS,85,52,73,99,59,61,5,68.8,Average,Zoya Edwin,Aayush Kar,A+,05-04-2000,21,Madurai,"House No. 595, KK Nagar, Madurai",644849,Tamil Nadu,India,No,9938820138,iaggarwal@hotmail.com,Chess
RGPV1262,Nehmat Sidhu,Female,6th,CSIT,90,68,99,50,88,70,6,75,Excellent,Seher Gill,Pari Sarma,A+,27-11-2006,20,Durgapur,"House No. 584, City Center, Durgapur",855026,West Bengal,India,Yes,6475183409,bvyas@yohannan.com,Chess
RGPV1263,Saksham Wagle,Female,6th,CSIT,80,52,72,83,62,55,5,64.8,Average,Vritika Kapadia,Adira Buch,AB-,26-06-2001,19,Jabalpur,"House No. 763, Wright Town, Jabalpur",493072,Madhya Pradesh,India,No,700167846,anaya38@hotmail.com,
RGPV1264,Nayantara Rao,Female,6th,CSE,62,48,57,68,96,93,6,72.4,Average,Taran Yogi,Samiha Biswas,AB+,13-11-2002,21,Udaipur,"House No. 262, Hiran Magri, Udaipur",137385,Rajasthan,India,Yes,7357108069,umang83@yahoo.com,Badminton
RGPV1265,Jivika Sidhu,Female,6th,AIDS,92,89,42,68,73,52,5,64.8,Average,Eshani Kalita,Zain Chahal,O+,24-02-2001,21,Jaipur,"House No. 83, Vaishali Nagar, Jaipur",114109,Rajasthan,India,No,7219827625,fatehcheema@gmail.com,Badminton
RGPV1266,Rhea Ratta,Male,6th,CSIT,95,81,73,100,43,85,6,76.4,Excellent,Nirvi Majumdar,Pari Dass,B+,07-01-2001,19,Lucknow,"House No. 805, Aliganj, Lucknow",333595,Uttar Pradesh,India,Yes,5419063511,ratiram@yahoo.com,
RGPV1267,Yasmin Balasubramanian,Male,6th,AIML,71,48,94,90,91,70,6,78.6,Excellent,Darshit Soni,Piya Thakur,AB+,24-08-2002,20,Jaipur,"House No. 341, Mansarovar, Jaipur",399684,Rajasthan,India,No,2685562723,pchad@yahoo.com,
RGPV1268,Azad Agate,Male,6th,AIML,77,84,84,100,69,67,7,80.8,Excellent,Adah Bhat,Ishita Gopal,O-,24-02-2004,19,Mumbai,"House No. 956, Dadar, Mumbai",51678,Maharashtra,India,No,634103643,ahana-42@chakraborty.biz,Kabaddi
RGPV1269,Onkar Lad,Male,6th,AIDS,84,57,40,95,41,51,4,56.8,Poor,Advik Chowdhury,Navya Batra,A+,03-02-2005,21,Lucknow,"House No. 101, Gomti Nagar, Lucknow",45762,Uttar Pradesh,India,Yes,7438936892,saneazad@yahoo.com,
RGPV1270,Yasmin Dhillon,Male,6th,AIML,63,82,40,56,63,57,4,59.6,Poor,Amira Mammen,Tanya Choudhury,O-,27-11-2000,20,Madurai,"House No. 697, Anna Nagar, Madurai",392109,Tamil Nadu,India,No,6534913240,bshenoy@hotmail.com,Football
RGPV1271,Purab Subramanian,Male,6th,CSE,60,55,82,100,83,69,6,77.8,Excellent,Romil Keer,Oorja Jain,AB+,29-06-2000,21,Amritsar,"House No. 443, Lawrence Road, Amritsar",716174,Punjab,India,No,3551753221,gatikraj@gmail.com,Football
RGPV1272,Uthkarsh Issac,Male,6th,AIDS,76,65,55,97,61,84,6,72.4,Average,Oorja Goda,Uthkarsh Wali,AB+,11-11-2000,20,Chennai,"House No. 366, T Nagar, Chennai",721471,Tamil Nadu,India,Yes,8612318119,mangaleshani@kuruvilla.info,Cricket
RGPV1273,Neelofar Sathe,Female,6th,AIDS,64,49,52,91,45,67,5,60.8,Average,Shray Bava,Onkar Raja,A-,05-12-2001,20,Surat,"House No. 338, Vesu, Surat",918079,Gujarat,India,No,4515532184,soodaarav@gmail.com,Chess
RGPV1274,Myra Bhasin,Female,6th,AIDS,76,58,61,98,87,81,6,77,Excellent,Samaira Ramesh,Krish Bhavsar,O-,07-03-2003,21,Patna,"House No. 618, Rajendra Nagar, Patna",256128,Bihar,India,Yes,3770294541,jayantram@singhal.com,
RGPV1275,Piya Kata,Male,6th,AIML,64,95,76,67,98,91,7,85.4,Excellent,Anvi Ramachandran,Aaina Din,B-,29-08-2000,20,Amritsar,"House No. 34, Lawrence Road, Amritsar",939562,Punjab,India,Yes,8357266519,ssarraf@bahl.org,Cricket
RGPV1276,Jivika Mannan,Female,6th,CSE,85,81,78,51,71,50,5,66.2,Average,Manjari Khare,Adah Dass,O-,30-04-2006,21,Mysuru,"House No. 183, Gokulam, Mysuru",246578,Karnataka,India,No,7682004649,neysachhabra@hotmail.com,Kabaddi
RGPV1277,Zeeshan Kunda,Male,6th,CSE,93,49,49,93,41,79,5,62.2,Average,Bhavin Lall,Arhaan Sibal,B+,11-11-2004,20,Indore,"House No. 641, Palasia, Indore",613199,Madhya Pradesh,India,No,98515455,anahitabatra@yahoo.com,Chess
RGPV1278,Zaina Ravi,Female,6th,DS,87,72,43,74,53,98,5,68,Average,Nirvi Sen,Oorja Bir,AB-,13-05-2006,19,Pune,"House No. 648, Kothrud, Pune",377868,Maharashtra,India,No,5895853227,semadira@hotmail.com,Cricket
RGPV1279,Sumer Bhasin,Male,6th,CSE,95,60,71,89,56,78,6,70.8,Average,Aarav Bhattacharyya,Oorja Lalla,AB-,06-06-2000,20,Vadodara,"House No. 461, Alkapuri, Vadodara",768693,Gujarat,India,Yes,2718670665,grewalanay@lad.com,Cricket
RGPV1280,Baiju Yohannan,Male,6th,DS,60,80,86,80,64,47,6,71.4,Average,Keya Sharma,Rania Subramanian,B+,09-02-2001,19,Mysuru,"House No. 956, VV Mohalla, Mysuru",585131,Karnataka,India,Yes,376420637,anvibhasin@yahoo.com,Kabaddi
RGPV1281,Mohanlal Mannan,Male,6th,CSIT,89,59,60,74,70,86,5,69.8,Average,Ivan Varkey,Pari Savant,B-,12-07-2005,19,Ludhiana,"House No. 214, Dugri, Ludhiana",861619,Punjab,India,No,4942813701,mbahl@gmail.com,
RGPV1282,Ritvik Jayaraman,Female,6th,AIML,81,87,78,49,86,77,6,75.4,Excellent,Hridaan Singh,Aayush Dube,A+,27-03-2007,19,Durgapur,"House No. 392, Bidhannagar, Durgapur",354605,West Bengal,India,No,9128595454,akarshdani@tripathi-saxena.com,Kabaddi
RGPV1283,Vanya Bajaj,Male,6th,AIDS,90,52,57,55,59,87,5,62,Average,Kanav Kadakia,Zoya Gola,B-,16-06-2001,19,Durgapur,"House No. 785, City Center, Durgapur",705685,West Bengal,India,Yes,7709874951,dtandon@hotmail.com,Chess
RGPV1284,Shayak Shah,Female,6th,AIML,67,40,60,64,58,74,4,59.2,Poor,Nitya Venkatesh,Raunak Gulati,A+,04-11-2003,19,Amritsar,"House No. 883, Ranjit Avenue, Amritsar",78743,Punjab,India,Yes,309622859,dhanush43@gmail.com,
RGPV1285,Biju Badami,Male,6th,DS,70,45,60,57,51,52,4,53,Poor,Lakshit Dubey,Onkar Balakrishnan,AB+,27-07-2006,19,Chennai,"House No. 125, Velachery, Chennai",852867,Tamil Nadu,India,Yes,8465618797,bhavindutta@sen-andra.com,
RGPV1286,Ela Sule,Female,6th,AIML,100,98,74,86,82,83,7,84.6,Excellent,Tara Kunda,Mannat Setty,O-,24-05-2006,21,Gaya,"House No. 65, AP Colony, Gaya",426091,Bihar,India,No,2884857317,rkant@dhar.com,Kabaddi
RGPV1287,Stuvan Kade,Female,6th,CSE,90,65,40,65,74,62,5,61.2,Average,Purab Kota,Sahil Dhar,AB+,01-11-2004,19,Surat,"House No. 981, Katargam, Surat",587726,Gujarat,India,Yes,1242471773,kibedhanush@gmail.com,Chess
RGPV1288,Saanvi Chahal,Male,6th,CSIT,66,40,64,67,92,64,5,65.4,Average,Rasha Bal,Shanaya Ramanathan,O+,08-12-2004,20,Siliguri,"House No. 958, Pradhan Nagar, Siliguri",212094,West Bengal,India,Yes,5535390106,vasakashvi@walia.com,Cricket
RGPV1289,Hunar Madan,Female,6th,AIDS,95,50,91,52,47,76,5,63.2,Average,Sana Deol,Yuvaan Sur,B+,30-07-2001,20,Kolkata,"House No. 899, Park Street, Kolkata",398336,West Bengal,India,No,338412870,ibhatia@gmail.com,Football
RGPV1290,Mamooty Deshpande,Male,6th,AIML,73,66,94,66,79,72,6,75.4,Excellent,Myra Lalla,Arhaan Golla,A+,25-11-2003,19,Mysuru,"House No. 24, Gokulam, Mysuru",694596,Karnataka,India,Yes,3931473786,eshanikapadia@hotmail.com,Cricket
RGPV1291,Manikya Mann,Female,6th,CSE,100,71,66,47,80,71,5,67,Average,Miraya Sengupta,Indrans Jayaraman,O-,11-05-2004,19,Chennai,"House No. 720, T Nagar, Chennai",547521,Tamil Nadu,India,No,7266201566,rajagopalritvik@yahoo.com,Football
RGPV1292,Azad Venkataraman,Male,6th,AIML,73,59,79,97,97,59,6,78.2,Excellent,Shamik Bandi,Nakul Batta,AB+,28-03-2000,20,Siliguri,"House No. 322, Sevoke Road, Siliguri",424682,West Bengal,India,No,9770308707,wsavant@hotmail.com,Kabaddi
RGPV1293,Mamooty Shere,Male,6th,AIDS,72,96,100,47,97,70,7,82,Excellent,Oorja Badal,Pranay Kaul,AB+,29-07-2005,19,Mysuru,"House No. 492, VV Mohalla, Mysuru",41429,Karnataka,India,No,4783158265,qghose@sarin.info,Kabaddi
RGPV1294,Alia Tara,Female,6th,AIML,80,98,54,75,41,96,6,72.8,Average,Vedika Bir,Aarush Dhar,AB+,28-03-2004,20,Mysuru,"House No. 349, VV Mohalla, Mysuru",331072,Karnataka,India,Yes,777198352,drishya88@yahoo.com,Kabaddi
RGPV1295,Oorja Raval,Male,6th,DS,84,59,100,62,95,57,6,74.6,Average,Manjari Wadhwa,Misha Dar,AB-,03-07-2002,19,Mysuru,"House No. 767, Nazarbad, Mysuru",8200,Karnataka,India,No,1717020969,mohanlalsoman@yahoo.com,Kabaddi
RGPV1296,Uthkarsh Bawa,Male,6th,DS,96,55,59,43,63,97,5,63.4,Average,Divyansh Arora,Heer Date,O-,24-02-2004,19,Mumbai,"House No. 226, Andheri, Mumbai",479421,Maharashtra,India,Yes,1248310425,neelofar99@mahajan-rau.biz,Badminton
RGPV1297,Rania Golla,Male,6th,AIDS,89,87,84,64,56,71,6,72.4,Average,Lakshay Bhagat,Taimur Bhalla,AB-,25-05-2004,19,Pune,"House No. 569, Viman Nagar, Pune",192753,Maharashtra,India,No,2488631651,vanya48@chana.com,Badminton
RGPV1298,Bhamini Loyal,Female,6th,DS,79,90,85,48,45,91,6,71.8,Average,Samaira Hari,Tejas Shah,A-,15-03-2002,21,Vadodara,"House No. 778, Gotri, Vadodara",225094,Gujarat,India,Yes,9048807455,azad82@hotmail.com,
RGPV1299,Baiju Mahajan,Female,6th,CSIT,78,91,46,50,67,55,5,61.8,Average,Stuvan Raj,Indrajit Mann,B+,19-05-2007,19,Bengaluru,"House No. 571, Whitefield, Bengaluru",123423,Karnataka,India,Yes,6296971344,choudhrysumer@hotmail.com,Chess
RGPV1300,Neysa Korpal,Male,6th,AIML,66,77,54,68,52,76,5,65.4,Average,Parinaaz Chaudhry,Hazel Korpal,AB-,11-06-2005,21,Mumbai,"House No. 647, Dadar, Mumbai",632373,Maharashtra,India,No,711577746,mbhandari@yahoo.com,Badminton
RGPV1301,Hansh Sarma,Male,6th,CSE,80,92,67,58,59,57,5,66.6,Average,Kartik Atwal,Sahil Dube,O-,12-02-2006,21,Varanasi,"House No. 154, Bhelupur, Varanasi",690026,Uttar Pradesh,India,No,2242430762,tviswanathan@yahoo.com,
RGPV1302,Indranil Lata,Male,6th,AIML,100,75,79,71,84,45,6,70.8,Average,Farhan Bawa,Adira Savant,AB+,16-02-2002,20,Jabalpur,"House No. 725, Wright Town, Jabalpur",589541,Madhya Pradesh,India,Yes,1502193625,darshit41@gmail.com,Cricket
RGPV1303,Pari Bahl,Male,6th,DS,100,66,70,40,64,100,5,68,Average,Mohanlal Bains,Advik Ray,B-,28-12-2002,20,Jaipur,"House No. 28, Vaishali Nagar, Jaipur",883480,Rajasthan,India,No,698692033,annepriyansh@hotmail.com,Chess
RGPV1304,Lakshay Thakur,Female,6th,DS,61,61,53,94,88,87,6,76.6,Excellent,Nirvi Thakkar,Ryan Mannan,B+,16-03-2004,19,Mumbai,"House No. 606, Dadar, Mumbai",655146,Maharashtra,India,Yes,3690001887,onkarkhare@sundaram.com,Cricket
RGPV1305,Zeeshan Ghosh,Male,6th,DS,92,78,56,64,99,87,6,76.8,Excellent,Kiara Singh,Riya Toor,A-,31-01-2002,21,Jabalpur,"House No. 549, Napier Town, Jabalpur",779637,Madhya Pradesh,India,No,6640279431,wkhosla@hotmail.com,Football
RGPV1306,Suhana Madan,Male,6th,CSIT,61,84,78,81,73,89,7,81,Excellent,Veer Kale,Raghav Wable,B-,13-08-2000,20,Gaya,"House No. 271, AP Colony, Gaya",361809,Bihar,India,Yes,7216046483,cbajaj@bawa.com,Football
RGPV1307,Rasha Mall,Female,6th,AIML,94,48,85,55,97,86,6,74.2,Average,Vivaan Lall,Madhav Taneja,B-,29-07-2006,20,Jabalpur,"House No. 71, Gorakhpur, Jabalpur",261490,Madhya Pradesh,India,Yes,9852888740,miraan31@gmail.com,Chess
RGPV1308,Samaira Kurian,Male,6th,AIML,60,52,54,61,57,66,4,58,Poor,Taran Wadhwa,Tanya Chaudhari,B-,18-03-2002,20,Gaya,"House No. 215, Delha, Gaya",823760,Bihar,India,No,5297894615,samagokul@char.org,
RGPV1309,Elakshi Magar,Female,6th,CSIT,94,65,68,45,86,89,6,70.6,Average,Aaina Sethi,Piya Tak,B-,27-01-2001,21,Durgapur,"House No. 642, Benachity, Durgapur",536580,West Bengal,India,Yes,931165588,dhanushsura@sampath.com,Football
RGPV1310,Ritvik Ramanathan,Female,6th,DS,99,93,65,87,92,97,7,86.8,Excellent,Himmat Bail,Zaina Karpe,AB-,21-06-2005,20,Ahmedabad,"House No. 64, Satellite, Ahmedabad",585818,Gujarat,India,No,8230150748,kalaoorja@sethi.net,Kabaddi
RGPV1311,Azad Dhar,Female,6th,DS,67,47,92,98,89,85,7,82.2,Excellent,Hiran Jani,Mehul Agrawal,O+,22-04-2006,19,Nagpur,"House No. 680, Dharampeth, Nagpur",809298,Maharashtra,India,Yes,7672094614,kartik74@hotmail.com,Kabaddi
RGPV1312,Romil Hayre,Male,6th,AIDS,82,64,53,87,52,88,5,68.8,Average,Misha Gokhale,Kashvi Lata,AB+,20-06-2007,19,Patna,"House No. 78, Kankarbagh, Patna",203349,Bihar,India,Yes,5832859221,vardaniyasrinivasan@dugal-badami.info,Chess
RGPV1313,Kashvi Dyal,Female,6th,CSE,89,82,78,77,65,53,6,71,Average,Saksham Mand,Saanvi Dua,B+,02-03-2004,19,Pune,"House No. 686, Hinjewadi, Pune",929326,Maharashtra,India,No,4521679016,hrishitaray@dhillon.info,
RGPV1314,Shray Gola,Female,6th,AIDS,95,94,42,98,83,67,6,76.8,Excellent,Shalv Batra,Anahita Bhargava,B+,12-06-2002,20,Madurai,"House No. 688, Goripalayam, Madurai",747712,Tamil Nadu,India,No,3829016209,rhayre@hotmail.com,Badminton
RGPV1315,Yasmin Chakraborty,Male,6th,AIML,95,52,56,47,92,52,4,59.8,Poor,Dhanuk Kothari,Umang Loke,B-,24-04-2005,20,Gaya,"House No. 378, AP Colony, Gaya",697864,Bihar,India,No,3678011854,reyansh05@sule.com,Football
RGPV1316,Ela Sampath,Female,6th,CSIT,76,74,54,61,84,67,5,68,Average,Zaina Bains,Jiya Bath,B-,02-06-2002,19,Madurai,"House No. 29, Anna Nagar, Madurai",833527,Tamil Nadu,India,No,4842202493,kauradah@gmail.com,Cricket
RGPV1317,Ritvik Gola,Female,6th,AIDS,71,75,68,83,65,65,6,71.2,Average,Dharmajan Sen,Vedika Kashyap,B-,18-05-2005,20,Vadodara,"House No. 898, Fatehgunj, Vadodara",762130,Gujarat,India,Yes,3292862620,nitara66@acharya.com,Football
RGPV1318,Lagan Divan,Female,6th,AIDS,80,54,57,49,71,82,5,62.6,Average,Jhanvi Bhandari,Biju Varma,AB-,12-12-2005,19,Indore,"House No. 405, Vijay Nagar, Indore",409005,Madhya Pradesh,India,Yes,9659876338,gulatiaarush@yahoo.com,Badminton
RGPV1319,Hansh Bera,Female,6th,AIML,62,97,63,71,49,53,5,66.6,Average,Aaryahi Virk,Samarth Bajwa,B+,22-11-2005,19,Nagpur,"House No. 399, Sadar, Nagpur",323036,Maharashtra,India,Yes,6687703967,gchatterjee@sani.com,Cricket
RGPV1320,Shaan Buch,Female,6th,AIDS,73,43,73,78,83,62,5,67.8,Average,Sumer Talwar,Aaina Raju,B-,25-03-2002,21,Chennai,"House No. 736, T Nagar, Chennai",889128,Tamil Nadu,India,No,4290995300,wbhardwaj@hotmail.com,Kabaddi
RGPV1321,Ranbir Walla,Female,6th,DS,69,54,73,45,99,98,6,73.8,Average,Jiya Sura,Anahita Chanda,A+,01-04-2007,19,Kanpur,"House No. 935, Kidwai Nagar, Kanpur",189839,Uttar Pradesh,India,No,9796618783,xsangha@hotmail.com,Football
RGPV1322,Raunak Sunder,Male,6th,DS,94,91,61,60,61,88,6,72.2,Average,Tejas Sahni,Neelofar Ramaswamy,O+,16-12-2007,20,Surat,"House No. 506, Katargam, Surat",525943,Gujarat,India,Yes,7363691569,hrishitamaster@sarna-issac.com,Football
RGPV1323,Keya Dave,Female,6th,AIDS,78,97,84,67,67,60,6,75,Excellent,Dhruv Anne,Piya Chana,A+,31-10-2005,19,Jaipur,"House No. 554, Malviya Nagar, Jaipur",101650,Rajasthan,India,No,1269860242,arhaanmander@hotmail.com,Kabaddi
RGPV1324,Veer Dixit,Male,6th,AIDS,67,99,60,72,95,66,6,78.4,Excellent,Raghav Mahal,Mahika Trivedi,B+,03-05-2006,20,Udaipur,"House No. 200, Hiran Magri, Udaipur",926100,Rajasthan,India,Yes,103572440,esami@bala.com,Chess
RGPV1325,Faiyaz Joshi,Male,6th,AIML,69,75,41,66,51,52,4,57,Poor,Arhaan Wadhwa,Ishita Cheema,AB-,13-03-2003,19,Mangalore,"House No. 522, Bejai, Mangalore",714056,Karnataka,India,No,6640791924,sagarishita@mahal.net,Cricket
RGPV1326,Lavanya Goyal,Female,6th,DS,84,63,81,67,53,97,6,72.2,Average,Charvi Kalla,Mishti Kumar,O-,18-10-2007,19,Ahmedabad,"House No. 584, Maninagar, Ahmedabad",379409,Gujarat,India,No,1842735700,anaybuch@borah-jha.com,
RGPV1327,Romil Gopal,Female,6th,DS,67,53,83,96,72,61,6,73,Average,Miraya Konda,Myra Kalita,O+,05-07-2003,20,Vadodara,"House No. 32, Alkapuri, Vadodara",717323,Gujarat,India,Yes,2593906878,mannatmaharaj@hotmail.com,Badminton
RGPV1328,Miraya Gera,Male,6th,CSIT,93,53,81,82,68,82,6,73.2,Average,Bhamini Batta,Lavanya Agrawal,O+,31-03-2007,19,Muzaffarpur,"House No. 263, Aghoria Bazar, Muzaffarpur",89510,Bihar,India,No,4508804874,biswasalisha@gmail.com,Chess
RGPV1329,Mishti Batra,Female,6th,AIML,62,53,78,44,74,61,5,62,Average,Ivana Dua,Mahika Viswanathan,O+,07-07-2005,19,Jabalpur,"House No. 322, Gorakhpur, Jabalpur",19776,Madhya Pradesh,India,Yes,2417215709,manjari10@gmail.com,Kabaddi
RGPV1330,Yuvraj  Konda,Male,6th,CSIT,77,68,61,45,55,64,4,58.6,Poor,Divyansh Baral,Aaina Shan,O+,05-05-2001,21,Jodhpur,"House No. 511, Ratanada, Jodhpur",228226,Rajasthan,India,Yes,6706155784,advika19@dash-ranganathan.com,Kabaddi
RGPV1331,Khushi Kohli,Male,6th,DS,64,52,59,66,96,68,5,68.2,Average,Jayan Bhardwaj,Manjari Srinivas,O+,09-02-2001,19,Varanasi,"House No. 772, Lanka, Varanasi",646043,Uttar Pradesh,India,No,8252007271,umanggola@kota.com,Chess
RGPV1332,Miraan Shah,Female,6th,CSIT,73,47,48,41,91,74,5,60.2,Average,Stuvan Roy,Prisha Vyas,O+,08-04-2004,20,Nagpur,"House No. 28, Sitabuldi, Nagpur",843711,Maharashtra,India,No,6981085743,ayeshasridhar@hayer.biz,Badminton
RGPV1333,Miraya Kamdar,Male,6th,AIML,67,90,87,58,78,99,7,82.4,Excellent,Prisha Kumar,Shanaya Bahl,AB+,17-11-2006,20,Patna,"House No. 710, Kankarbagh, Patna",853357,Bihar,India,No,8438589481,nehmat86@sankar.com,Football
RGPV1334,Mannat Babu,Female,6th,AIML,84,52,68,67,88,84,6,71.8,Average,Mishti Karpe,Rohan Bhatt,AB+,16-11-2007,20,Bengaluru,"House No. 373, Jayanagar, Bengaluru",965376,Karnataka,India,No,6097059036,sandhuhiran@bath-brahmbhatt.info,Chess
RGPV1335,Mohanlal Chanda,Male,6th,CSIT,66,84,90,68,61,43,5,69.2,Average,Dharmajan Mani,Vritika Warrior,O-,24-12-2007,20,Siliguri,"House No. 319, Pradhan Nagar, Siliguri",968954,West Bengal,India,Yes,6481918506,vermanirvi@rastogi.biz,Chess
RGPV1336,Tanya Divan,Male,6th,CSE,97,90,49,77,45,72,5,66.6,Average,Yuvaan Sinha,Misha Rout,O-,06-10-2001,19,Ahmedabad,"House No. 523, Satellite, Ahmedabad",765867,Gujarat,India,No,8840165745,ehsaan61@gmail.com,Football
RGPV1337,Tanya Lad,Male,6th,CSIT,99,70,41,43,43,100,4,59.4,Poor,Uthkarsh Gera,Divyansh Char,O+,18-07-2003,20,Kolkata,"House No. 841, Salt Lake, Kolkata",728964,West Bengal,India,No,6230191718,bhagatkashvi@hotmail.com,Cricket
RGPV1338,Eva Keer,Female,6th,CSE,78,81,55,54,47,79,5,63.2,Average,Krish Shukla,Yasmin Buch,AB-,13-11-2001,20,Chennai,"House No. 650, Anna Nagar, Chennai",236858,Tamil Nadu,India,No,6784940321,vardaniyabadami@yahoo.com,Badminton
RGPV1339,Ryan Sridhar,Female,6th,AIDS,81,72,71,90,44,42,5,63.8,Average,Manjari Korpal,Shayak Bandi,AB-,08-02-2001,19,Bhopal,"House No. 909, Arera Colony, Bhopal",107627,Madhya Pradesh,India,Yes,5605386589,pkothari@rajagopal.info,
RGPV1340,Aaryahi Iyengar,Female,6th,AIML,99,75,92,98,53,50,6,73.6,Average,Anahi Manne,Navya Sathe,A-,21-09-2004,20,Bengaluru,"House No. 921, Indiranagar, Bengaluru",203205,Karnataka,India,Yes,7325801532,tusharsuri@sengupta.com,Cricket
RGPV1341,Tiya Bora,Male,6th,AIDS,98,76,57,60,84,52,5,65.8,Average,Ivan Barad,Prisha Chokshi,O-,13-02-2003,19,Chennai,"House No. 976, Velachery, Chennai",388675,Tamil Nadu,India,Yes,8568712420,zrattan@yahoo.com,Chess
